search_date,search_time,departure_date,days_before_departure,origin,destination,departure_time,arrival_time,duration_minutes,stops,is_direct,connecting_airports,airline_codes,airline_name,flight_numbers,aircraft,origin_terminal,destination_terminal,min_price,max_price,price_range,num_fare_options,cabin_class,is_refundable,fare_type,checkin_baggage,cabin_baggage,seats_available
2025-08-04,18:56:33,2025-08-31,27,GAU,IXB,2025-08-31T14:55:00,2025-08-31T16:25:00,90,0,True,,SG,Spicejet,3453,DH8,,,2049,3899,1850,5,Economy,True,Coupon,15 KG,7 KG,16
2025-08-04,18:56:33,2025-08-31,27,GAU,IXB,2025-08-31T22:05:00,2025-09-01T11:30:00,805,1,False,CCU,IX,Air India Express,1954/1591,7M8/7M8,,,4166,16135,11969,4,Economy,True,SME.CrpCon,15KG,7 KG,9
2025-08-04,18:56:33,2025-08-31,27,GAU,IXB,2025-08-31T19:20:00,2025-09-01T16:00:00,1240,1,False,DEL,AI,Air India,9510/851,737/321,,,11095,11395,300,2,Economy,True,Publish,15 KG,7 KG,4
2025-08-04,18:56:33,2025-08-31,27,GAU,IXB,2025-08-31T12:55:00,2025-09-01T16:00:00,1625,1,False,DEL,AI,Air India,9508/851,737/321,,,11095,11395,300,2,Economy,True,Publish,15 KG,7 KG,4
2025-08-04,18:56:33,2025-08-31,27,GAU,IXB,2025-08-31T17:05:00,2025-09-01T16:00:00,1375,1,False,DEL,AI,Air India,9506/851,320/321,,,11465,11649,184,2,Economy,True,Publish,15 KG,7 KG,4
2025-08-04,18:56:33,2025-08-31,27,GAU,IXB,2025-08-31T07:35:00,2025-08-31T16:00:00,505,1,False,DEL,AI,Air India,9512/851,320/321,,,11465,11649,184,3,Economy,True,Publish,15 KG,7 KG,4
2025-08-04,18:56:33,2025-08-31,27,GAU,IXB,2025-08-31T19:40:00,2025-09-01T16:00:00,1220,1,False,DEL,AI,Air India,890/851,32N/321,,,11816,12139,323,2,Economy,True,SME,15 KG,Included,1
2025-08-04,18:56:33,2025-08-31,27,GAU,IXB,2025-08-31T19:40:00,2025-09-01T12:40:00,1020,1,False,DEL,AI,Air India,890/9650,32N/320,,,11840,12163,323,2,Economy,True,SME,15 KG,Included,1
2025-08-04,18:56:33,2025-08-31,27,GAU,IXB,2025-08-31T19:40:00,2025-09-01T18:30:00,1370,1,False,DEL,AI,Air India,890/9648,32N/320,,,11840,12163,323,2,Economy,True,SME,15 KG,Included,1
2025-08-04,18:56:33,2025-08-31,27,GAU,IXB,2025-08-31T15:40:00,2025-09-01T16:00:00,1460,1,False,DEL,AI,Air India,9516/851,737/321,,,11885,12061,176,2,Economy,True,Publish,15 KG,7 KG,4
2025-08-04,18:56:33,2025-08-31,27,GAU,IXB,2025-08-31T19:40:00,2025-09-01T09:55:00,855,1,False,DEL,AI,Air India,890/9652,32N/320,,,12040,12363,323,2,Economy,True,SME,15 KG,Included,1
2025-08-04,18:56:33,2025-08-31,27,GAU,IXB,2025-08-31T00:05:00,2025-08-31T16:00:00,955,1,False,DEL,AI,Air India,9514/851,737/321,,,12285,12453,168,2,Economy,True,Publish,15 KG,7 KG,4
2025-08-04,18:56:33,2025-08-31,27,GAU,IXB,2025-08-31T17:05:00,2025-09-01T16:00:00,1375,2,False,"CCU,DEL",AI,Air India,9500/2703/851,320/32N/321,,,12583,13033,450,2,Economy,True,Publish,15 KG,Included,4
2025-08-04,18:56:33,2025-08-31,27,GAU,IXB,2025-08-31T22:05:00,2025-09-01T16:00:00,1075,2,False,"CCU,DEL",AI,Air India,9504/2703/851,737/32N/321,,,12583,13033,450,2,Economy,True,Publish,15 KG,Included,4
2025-08-04,18:56:33,2025-08-31,27,GAU,IXB,2025-08-31T15:25:00,2025-09-01T16:00:00,1475,2,False,"JAI,DEL",AI,Air India,9739/9732/851,737/320/321,,,13825,13965,140,2,Economy,True,Publish,15 KG,Included,4
2025-08-04,18:56:33,2025-08-31,27,GAU,IXB,2025-08-31T19:40:00,2025-09-01T11:30:00,950,2,False,"DEL,CCU",AI,Air India,890/2535/9645,32N/32N/737,,,15195,15450,255,2,Economy,True,SME,15 KG,Included,1
2025-08-04,18:56:33,2025-08-31,27,GAU,IXB,2025-08-31T18:00:00,2025-09-01T16:00:00,1320,2,False,"PAT,DEL",AI,Air India,9551/896/851,737/319/321,,,15445,15861,416,2,Economy,True,SME,15 KG,Included,4
2025-08-04,18:56:33,2025-08-31,27,GAU,IXB,2025-08-31T19:40:00,2025-09-01T14:15:00,1115,2,False,"DEL,HYD",AI,Air India,890/2829/9658,32N/32N/737,,,16549,18872,2323,2,Economy,True,SME,15 KG,Included,1
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T20:15:00,2025-08-31T22:50:00,155,0,True,,QP,Akasa Air,1332,7YH,T1,T1,4198,4841,643,5,Economy,True,Coupon,15KG,7 KG,5
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T22:00:00,2025-09-01T00:15:00,135,0,True,,6E,Indigo,996,320,1,1,4307,5882,1575,4,Economy,True,Saver,15 Kilograms,7 KG,12
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T19:35:00,2025-08-31T21:55:00,140,0,True,,6E,Indigo,481,320,1,1,4307,5882,1575,4,Economy,True,Saver,15 Kilograms,7 KG,12
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T04:05:00,2025-08-31T06:25:00,140,0,True,,6E,Indigo,6422,321,1,1,4307,5882,1575,5,Economy,True,Saver,15 Kilograms,7 KG,92
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T18:30:00,2025-08-31T21:00:00,150,0,True,,QP,Akasa Air,1905,7YL,T1,T1,4447,5133,686,5,Economy,True,Saver,15KG,7 KG,3
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T09:00:00,2025-08-31T11:20:00,140,0,True,,6E,Indigo,823,321,1,1,4500,6075,1575,4,Economy,True,Saver,15 Kilograms,7 KG,7
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T16:40:00,2025-08-31T19:00:00,140,0,True,,6E,Indigo,863,321,1,1,4998,6573,1575,4,Economy,True,Saver,15 Kilograms,7 KG,18
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T13:55:00,2025-08-31T18:40:00,285,1,False,PNQ,6E,Indigo,522/137,321/320,1,1,5657,8807,3150,4,Economy,True,Saver,15 Kilograms,7 KG,7
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T13:55:00,2025-08-31T20:30:00,395,1,False,PNQ,6E,Indigo,522/6055,321/321,1,1,5657,8807,3150,4,Economy,True,Saver,15 Kilograms,7 KG,6
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T02:45:00,2025-08-31T08:20:00,335,1,False,PNQ,6E,Indigo,699/391,320/321,1,1,5657,8807,3150,4,Economy,True,Saver,15 Kilograms,7 KG,59
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T00:50:00,2025-08-31T07:55:00,425,1,False,BOM,6E,Indigo,803/439,320/321,1,1,5657,8807,3150,4,Economy,True,Saver,15 Kilograms,7 KG,72
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T04:30:00,2025-08-31T10:45:00,375,1,False,BOM,6E,Indigo,6285/5193,320/321,1,1,5657,8807,3150,4,Economy,True,Saver,15 Kilograms,7 KG,32
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T04:30:00,2025-08-31T12:00:00,450,1,False,BOM,6E,Indigo,6285/5092,320/321,1,1,5657,8807,3150,4,Economy,True,Saver,15 Kilograms,7 KG,36
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T12:50:00,2025-08-31T17:45:00,295,1,False,HYD,6E,Indigo,998/314,321/321,1,1,5657,8807,3150,4,Economy,True,Saver,15 Kilograms,7 KG,8
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T12:50:00,2025-08-31T19:05:00,375,1,False,HYD,6E,Indigo,998/6417,321/320,1,1,5657,8807,3150,4,Economy,True,Saver,15 Kilograms,7 KG,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T12:50:00,2025-08-31T20:10:00,440,1,False,HYD,6E,Indigo,998/6783,321/321,1,1,5657,8807,3150,4,Economy,True,Saver,15 Kilograms,7 KG,8
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T20:00:00,2025-09-01T01:30:00,330,1,False,HYD,6E,Indigo,6728/949,321/321,1,1,5657,8807,3150,4,Economy,True,Saver,15 Kilograms,7 KG,50
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T05:50:00,2025-08-31T11:50:00,360,1,False,HYD,6E,Indigo,5208/6066,320/321,1,1,5657,13151,7494,5,Economy,True,Saver,15 Kilograms,7 KG,42
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T00:05:00,2025-08-31T09:35:00,570,1,False,GOX,AI,Air India,2613/9909,32N/320,1,2,6472,6737,265,2,Economy,False,Publish,15 KG,7 KG,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T07:55:00,2025-08-31T13:20:00,325,1,False,BOM,6E,Indigo,2046/5217,320/321,1,1,6608,9758,3150,4,Economy,True,Saver,15 Kilograms,7 KG,44
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T07:55:00,2025-08-31T14:40:00,405,1,False,BOM,6E,Indigo,2046/5212,320/321,1,1,6608,9758,3150,4,Economy,True,Saver,15 Kilograms,7 KG,42
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T22:30:00,2025-09-01T04:15:00,345,1,False,BOM,6E,Indigo,868/5159,321/321,1,1,6631,10700,4069,4,Economy,True,Tactical,15 Kilograms,7 KG,24
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T13:15:00,2025-08-31T18:05:00,290,1,False,GOX,6E,Indigo,6345/6247,320/320,1,1,7154,10304,3150,4,Economy,True,Saver,15 Kilograms,7 KG,5
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T20:45:00,2025-09-01T02:20:00,335,1,False,PNQ,6E,Indigo,794/361,320/320,1,1,7532,10905,3373,4,Economy,True,Saver,15 Kilograms,7 KG,7
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T16:30:00,2025-08-31T22:50:00,380,1,False,HYD,6E,Indigo,6098/285,320/321,1,1,7831,11566,3735,4,Economy,True,Saver,15 Kilograms,7 KG,6
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T19:55:00,2025-09-01T02:05:00,370,1,False,BOM,6E,Indigo,5160/5322,321/321,1,1,8546,11696,3150,4,Economy,True,Saver,15 Kilograms,7 KG,22
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T15:35:00,2025-09-01T01:55:00,620,1,False,BOM,QP,Akasa Air,1108/1738,7YH/7BH,T1,T1,8661,9478,817,5,Economy,True,Corporate,15KG,7 KG,1
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T17:15:00,2025-09-01T00:05:00,410,1,False,BOM,6E,Indigo,5139/5388,320/321,1,1,9142,12292,3150,4,Economy,True,Saver,15 Kilograms,7 KG,7
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T10:00:00,2025-08-31T16:05:00,365,1,False,BOM,6E,Indigo,6468/5382,320/321,1,1,9142,12292,3150,4,Economy,True,Saver,15 Kilograms,7 KG,10
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T10:00:00,2025-08-31T17:15:00,435,1,False,BOM,6E,Indigo,6468/5071,320/321,1,1,9142,12292,3150,4,Economy,True,Saver,15 Kilograms,7 KG,10
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T15:35:00,2025-09-01T00:15:00,520,1,False,BOM,QP,Akasa Air,1108/1367,7YH/7YH,T1,T1,9442,10290,848,5,Economy,True,Corporate,15KG,7 KG,1
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T01:10:00,2025-08-31T09:30:00,500,1,False,DEL,AI,Air India,456/9479,321/737,1,2,9962,10155,193,2,Economy,True,Publish,15 KG,7 KG,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T23:45:00,2025-09-01T09:30:00,585,1,False,DEL,AI,Air India,532/9479,321/737,1,2,9962,10155,193,2,Economy,True,Publish,15 KG,7 KG,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T04:15:00,2025-09-01T08:00:00,1665,1,False,DEL,AI,Air India,2906/9483,32N/321,1,2,10155,10155,0,1,Economy,True,SME,15 KG,7 KG,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T13:10:00,2025-09-01T08:00:00,1130,1,False,DEL,AI,Air India,2716/9483,32N/321,1,2,10155,10687,532,2,Economy,True,SME,15 KG,7 KG,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T23:45:00,2025-09-01T08:00:00,495,1,False,DEL,AI,Air India,532/9483,321/321,1,2,10155,10155,0,1,Economy,True,SME,15 KG,7 KG,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T23:45:00,2025-09-02T02:55:00,1630,1,False,DEL,AI,Air India,532/9481,321/320,1,2,10155,10155,0,1,Economy,True,SME,15 KG,7 KG,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T04:15:00,2025-09-01T02:55:00,1360,1,False,DEL,AI,Air India,2906/9481,32N/320,1,2,10321,10507,186,2,Economy,True,Publish,15 KG,7 KG,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T01:10:00,2025-08-31T08:00:00,410,1,False,DEL,AI,Air India,456/9483,321/321,1,2,10321,10507,186,3,Economy,True,Publish,15 KG,7 KG,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T01:10:00,2025-09-01T02:55:00,1545,1,False,DEL,AI,Air India,456/9481,321/320,1,2,10321,10321,0,1,Economy,True,Publish,15 KG,7 KG,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T10:55:00,2025-08-31T17:15:00,380,1,False,BOM,6E,Indigo,6267/5071,320/321,1,1,10385,14356,3971,4,Economy,True,Tactical,15 Kilograms,7 KG,25
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T17:55:00,2025-09-01T07:45:00,830,1,False,BOM,AI,Air India,409/2845,32N/321,1,2,10445,10573,128,2,Economy,True,Publish,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T17:55:00,2025-09-01T09:45:00,950,1,False,BOM,AI,Air India,409/2851,32N/32N,1,2,10445,10573,128,2,Economy,True,Publish,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T17:55:00,2025-09-01T19:30:00,1535,1,False,BOM,AI,Air India,409/2849,32N/32N,1,2,10445,10573,128,2,Economy,True,Publish,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T22:20:00,2025-09-01T05:05:00,405,1,False,BOM,AI,Air India,2586/2812,321/32N,1,2,10445,10573,128,2,Economy,True,PublishNDC,15 KG,Included,
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T22:20:00,2025-09-01T07:45:00,565,1,False,BOM,AI,Air India,2586/2845,321/321,1,2,10445,10573,128,2,Economy,True,Publish,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T22:20:00,2025-09-01T09:45:00,685,1,False,BOM,AI,Air India,2586/2851,321/32N,1,2,10445,10573,128,2,Economy,True,Publish,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T22:20:00,2025-09-01T17:25:00,1145,1,False,BOM,AI,Air India,2586/2853,321/32N,1,2,10445,10573,128,2,Economy,True,Publish,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T22:20:00,2025-09-01T18:45:00,1225,1,False,BOM,AI,Air India,2586/2607,321/32N,1,2,10445,10573,128,2,Economy,True,Publish,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T22:20:00,2025-09-01T19:30:00,1270,1,False,BOM,AI,Air India,2586/2849,321/32N,1,2,10445,10573,128,2,Economy,True,Publish,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T22:20:00,2025-09-01T22:05:00,1425,1,False,BOM,AI,Air India,2586/2865,321/32N,1,2,10445,10573,128,2,Economy,True,Publish,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T22:20:00,2025-09-01T23:35:00,1515,1,False,BOM,AI,Air India,2586/2401,321/32N,1,2,10445,10573,128,2,Economy,True,Publish,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T07:55:00,2025-09-01T09:45:00,1550,1,False,BOM,AI,Air India,614/2851,321/32N,1,2,10445,10445,0,1,Economy,True,Publish,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T09:40:00,2025-09-01T07:45:00,1325,1,False,BOM,AI,Air India,2186/2845,32N/321,1,2,10445,10573,128,2,Economy,True,Publish,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T09:40:00,2025-09-01T09:45:00,1445,1,False,BOM,AI,Air India,2186/2851,32N/32N,1,2,10445,10573,128,2,Economy,True,Publish,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T20:30:00,2025-09-01T07:45:00,675,1,False,BOM,AI,Air India,2494/2845,32N/321,1,2,10445,10573,128,2,Economy,True,Publish,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T20:30:00,2025-09-01T09:45:00,795,1,False,BOM,AI,Air India,2494/2851,32N/32N,1,2,10445,10573,128,2,Economy,True,Publish,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T20:30:00,2025-09-01T17:25:00,1255,1,False,BOM,AI,Air India,2494/2853,32N/32N,1,2,10445,10573,128,2,Economy,True,Publish,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T20:30:00,2025-09-01T18:45:00,1335,1,False,BOM,AI,Air India,2494/2607,32N/32N,1,2,10445,10573,128,2,Economy,True,Publish,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T20:30:00,2025-09-01T19:30:00,1380,1,False,BOM,AI,Air India,2494/2849,32N/32N,1,2,10445,10573,128,2,Economy,True,Publish,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T20:30:00,2025-09-01T22:05:00,1535,1,False,BOM,AI,Air India,2494/2865,32N/32N,1,2,10445,10573,128,2,Economy,True,Publish,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T20:30:00,2025-09-01T23:35:00,1625,1,False,BOM,AI,Air India,2494/2401,32N/32N,1,2,10445,10573,128,2,Economy,True,Publish,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T04:40:00,2025-08-31T09:45:00,305,1,False,BOM,AI,Air India,2918/2851,32N/32N,1,2,10445,10573,128,3,Economy,True,PublishNDC,15 KG,Included,
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T04:40:00,2025-09-01T07:45:00,1625,1,False,BOM,AI,Air India,2918/2845,32N/321,1,2,10445,10573,128,2,Economy,True,Publish,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T13:10:00,2025-09-01T02:55:00,825,1,False,DEL,AI,Air India,2716/9481,32N/320,1,2,10507,10507,0,1,Economy,True,SME,15 KG,7 KG,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T17:55:00,2025-09-01T11:00:00,1025,1,False,BOM,AI,Air India,409/2863,32N/32N,1,2,10537,10665,128,2,Economy,True,Publish,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T22:20:00,2025-09-01T11:00:00,760,1,False,BOM,AI,Air India,2586/2863,321/32N,1,2,10537,10665,128,2,Economy,True,Publish,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T22:20:00,2025-09-01T20:35:00,1335,1,False,BOM,AI,Air India,2586/2641,321/32N,1,2,10537,10665,128,2,Economy,True,Publish,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T07:55:00,2025-09-01T11:00:00,1625,1,False,BOM,AI,Air India,614/2863,321/32N,1,2,10537,10537,0,1,Economy,True,Publish,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T09:40:00,2025-08-31T23:35:00,835,1,False,BOM,AI,Air India,2186/2401,32N/32N,1,2,10537,10537,0,1,Economy,True,Publish,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T09:40:00,2025-09-01T11:00:00,1520,1,False,BOM,AI,Air India,2186/2863,32N/32N,1,2,10537,10537,0,1,Economy,True,Publish,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T20:30:00,2025-09-01T11:00:00,870,1,False,BOM,AI,Air India,2494/2863,32N/32N,1,2,10537,10665,128,2,Economy,True,Publish,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T20:30:00,2025-09-01T20:35:00,1445,1,False,BOM,AI,Air India,2494/2641,32N/32N,1,2,10537,10537,0,1,Economy,True,Publish,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T04:40:00,2025-08-31T11:00:00,380,1,False,BOM,AI,Air India,2918/2863,32N/32N,1,2,10537,10665,128,3,Economy,True,PublishNDC,15 KG,Included,
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T04:40:00,2025-08-31T23:35:00,1135,1,False,BOM,AI,Air India,2918/2401,32N/32N,1,2,10537,10537,0,1,Economy,True,Publish,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T05:45:00,2025-08-31T12:15:00,390,1,False,DEL,QP,Akasa Air,1145/1352,7MA/7YH,T1,T1,10557,11247,690,5,Economy,True,Corporate,15KG,7 KG,2
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T17:55:00,2025-09-01T08:30:00,875,1,False,BOM,AI,Air India,409/2603,32N/32N,1,2,10570,10573,3,2,Economy,True,Publish,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T17:55:00,2025-09-01T05:05:00,670,1,False,BOM,AI,Air India,409/2812,32N/32N,1,2,10573,10573,0,1,Economy,True,SME,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T17:55:00,2025-09-01T17:25:00,1410,1,False,BOM,AI,Air India,409/2853,32N/32N,1,2,10573,10573,0,1,Economy,True,SME,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T17:55:00,2025-09-01T18:45:00,1490,1,False,BOM,AI,Air India,409/2607,32N/32N,1,2,10573,10573,0,1,Economy,True,SME,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T22:20:00,2025-09-01T08:30:00,610,1,False,BOM,AI,Air India,2586/2603,321/32N,1,2,10573,10573,0,1,Economy,True,SME,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T07:55:00,2025-09-01T05:05:00,1270,1,False,BOM,AI,Air India,614/2812,321/32N,1,2,10573,10573,0,1,Economy,True,SME,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T09:40:00,2025-09-01T05:05:00,1165,1,False,BOM,AI,Air India,2186/2812,32N/32N,1,2,10573,10573,0,1,Economy,True,SME,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T09:40:00,2025-09-01T08:30:00,1370,1,False,BOM,AI,Air India,2186/2603,32N/32N,1,2,10573,10573,0,1,Economy,True,SME,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T20:30:00,2025-09-01T05:05:00,515,1,False,BOM,AI,Air India,2494/2812,32N/32N,1,2,10573,10573,0,1,Economy,True,SME,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T20:30:00,2025-09-01T08:30:00,720,1,False,BOM,AI,Air India,2494/2603,32N/32N,1,2,10573,10573,0,1,Economy,True,SME,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T04:40:00,2025-09-01T05:05:00,1465,1,False,BOM,AI,Air India,2918/2812,32N/32N,1,2,10573,10573,0,1,Economy,True,SME,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T22:20:00,2025-09-01T13:05:00,885,1,False,BOM,AI,Air India,2586/2632,321/32N,1,2,10583,10583,0,1,Economy,True,Publish,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T09:40:00,2025-08-31T17:25:00,465,1,False,BOM,AI,Air India,2186/2853,32N/32N,1,2,10583,10583,0,2,Economy,True,Publish,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T09:40:00,2025-09-01T13:05:00,1645,1,False,BOM,AI,Air India,2186/2632,32N/32N,1,2,10583,10583,0,1,Economy,True,Publish,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T20:30:00,2025-09-01T13:05:00,995,1,False,BOM,AI,Air India,2494/2632,32N/32N,1,2,10583,10583,0,1,Economy,True,Publish,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T04:40:00,2025-08-31T17:25:00,765,1,False,BOM,AI,Air India,2918/2853,32N/32N,1,2,10583,10583,0,1,Economy,True,Publish,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T07:00:00,2025-09-01T08:00:00,1500,1,False,DEL,AI,Air India,2946/9483,32N/321,1,2,10587,10587,0,1,Economy,True,SME,15 KG,7 KG,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T07:00:00,2025-09-01T09:30:00,1590,1,False,DEL,AI,Air India,2946/9479,32N/737,1,2,10587,10587,0,1,Economy,True,SME,15 KG,7 KG,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T09:40:00,2025-08-31T22:05:00,745,1,False,BOM,AI,Air India,2186/2865,32N/32N,1,2,10628,10628,0,1,Economy,True,Publish,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T04:40:00,2025-08-31T22:05:00,1045,1,False,BOM,AI,Air India,2918/2865,32N/32N,1,2,10628,10628,0,1,Economy,True,Publish,15 KG,Included,9
2025-08-04,18:56:33,2025-08-31,27,AMD,BLR,2025-08-31T09:40:00,2025-08-31T20:35:00,655,1,False,BOM,AI,Air India,2186/2641,32N/319,1,2,10675,10675,0,1,Economy,True,Publish,15 KG,Included,9
